Selected (label),Term,NoEmp,CreateJob,RetainedJob,UrbanRural,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession
1,63,10,0,10,1,50000,50000,25000,0,0,0.5,0
0,48,2,1,3,1,21412,30000,15000,0,0,0.5,0
1,69,10,0,10,1,100000,100000,50000,0,0,0.5,0
0,240,2,2,0,1,0,883000,883000,0,1,1.0,0
1,240,7,20,0,1,0,848000,848000,0,1,1.0,0
0,51,6,0,6,2,24567,30000,15000,0,0,0.5,0
1,235,1,0,1,1,642404,1060000,795000,0,0,0.75,0
1,59,8,0,8,1,98151,100000,50000,0,0,0.5,0
0,84,8,0,8,1,0,35000,17500,0,0,0.5,0
0,120,2,0,2,1,0,7500,6375,0,0,0.85,0
0,21,2,2,2,1,24842,25000,12500,0,0,0.5,1
0,62,3,3,3,2,29574,30000,15000,0,0,0.5,0
1,84,1,0,1,1,0,15000,7500,0,0,0.5,0
1,20,42,0,42,1,50000,50000,25000,0,0,0.5,1
0,240,1,11,0,1,0,544000,544000,0,1,1.0,0
0,22,2,0,2,1,17768,50000,25000,0,0,0.5,1
0,240,10,7,10,1,0,248000,248000,0,1,1.0,0
0,240,10,7,10,1,0,322000,322000,0,1,1.0,0
1,54,6,2,6,1,34407,35000,17500,0,0,0.5,0
0,69,1,0,1,1,11386,15000,7500,1,0,0.5,0
0,84,1,0,1,1,0,50000,25000,0,0,0.5,0
0,84,10,0,10,1,0,30000,15000,0,0,0.5,0
0,70,3,0,3,1,9920,10000,5000,0,0,0.5,0
0,84,2,0,2,1,0,35000,17500,0,0,0.5,0
0,73,2,0,2,2,28579,30000,15000,0,0,0.5,0
1,84,2,1,3,1,0,15000,7500,1,0,0.5,0
0,46,2,0,2,1,34406,35000,17500,0,0,0.5,0
0,18,11,1,12,2,27550,50000,25000,0,0,0.5,1
0,32,6,0,6,1,45099,50000,25000,0,0,0.5,0
1,84,1,1,1,1,0,15000,7500,0,0,0.5,0
0,73,1,0,1,1,9519,10000,8500,0,0,0.85,0
1,5,2,0,2,1,17798,55000,27500,0,0,0.5,0
1,240,2,4,0,1,0,157000,157000,0,1,1.0,0
0,52,5,1,1,1,18011,25000,21250,0,0,0.85,0
0,84,1,0,1,1,0,10000,5000,0,0,0.5,0
1,30,1,0,1,1,21529,35000,17500,0,0,0.5,0
1,32,1,0,1,1,9492,10000,5000,0,0,0.5,0
0,240,15,8,0,1,0,1124000,1124000,0,1,1.0,0
0,70,1,0,1,1,35000,35000,17500,0,0,0.5,0
0,73,7,1,7,1,75000,75000,37500,0,0,0.5,0
0,73,1,1,1,1,33196,35000,17500,0,0,0.5,0
1,57,3,0,3,1,36426,37000,18500,0,0,0.5,0
1,84,5,1,5,1,0,100000,50000,0,0,0.5,0
0,27,5,0,5,1,47443,50000,25000,0,0,0.5,1
0,240,40,8,0,1,0,1029000,1029000,0,1,1.0,0
0,71,6,0,6,1,100000,100000,50000,0,0,0.5,0
0,43,1,2,3,2,126545,150000,127500,1,0,0.85,0
1,70,8,3,8,1,33071,35000,17500,0,0,0.5,0
1,39,3,2,3,1,6232,10000,8500,1,0,0.85,0
0,240,4,19,0,1,0,798000,798000,0,1,1.0,0
1,84,7,0,7,1,0,40000,20000,0,0,0.5,0
0,107,28,0,28,1,12122,12500,10625,0,0,0.85,0
0,61,56,0,56,1,34332,35000,17500,0,0,0.5,0
1,240,5,3,0,1,0,409000,409000,0,1,1.0,0
0,41,13,0,13,1,376534,550000,412500,0,0,0.75,0
0,59,1,10,10,1,8283,10000,8500,1,0,0.85,0
0,66,1,3,1,1,27950,28000,14000,0,0,0.5,0
1,27,6,1,6,1,5161,50000,25000,0,0,0.5,1
0,240,20,3,20,1,0,1491000,1491000,0,1,1.0,0
1,48,4,0,4,1,6600,14000,7000,1,0,0.5,0
1,70,15,4,19,1,34305,35000,17500,1,0,0.5,0
1,38,2,0,2,1,29538,30000,15000,0,0,0.5,0
0,41,4,0,4,1,32000,35000,17500,0,0,0.5,0
0,41,1,0,1,1,19660,20000,10000,0,0,0.5,0
0,59,7,1,1,1,8165,10000,8500,1,0,0.85,0
0,24,6,2,6,1,0,100000,50000,0,0,0.5,0
1,63,8,0,8,1,35000,35000,17500,0,0,0.5,0
0,240,40,60,0,1,0,597000,597000,0,1,1.0,0
1,57,0,0,0,1,16437,20000,17000,0,0,0.85,0
1,63,5,1,5,1,37750,50000,25000,0,0,0.5,0
0,84,2,0,2,1,0,45000,22500,0,0,0.5,0
0,74,2,2,4,1,38978,39000,19500,1,0,0.5,0
0,84,1,0,1,2,0,30000,15000,0,0,0.5,0
1,240,1,3,0,1,0,773000,773000,0,1,1.0,0
1,84,1,0,1,1,0,35000,29750,0,0,0.85,0
1,72,7,5,7,1,94526,100000,50000,0,0,0.5,0
1,300,2,0,2,1,0,1400000,1050000,0,1,0.75,0
0,66,1,0,1,1,50000,50000,25000,0,0,0.5,0
0,84,6,0,6,1,0,15000,7500,0,0,0.5,0
0,66,0,0,0,1,22499,25000,21250,0,0,0.85,0
1,57,8,0,8,1,24998,25000,12500,0,0,0.5,0
1,70,4,2,4,1,27686,35000,17500,0,0,0.5,0
0,36,2,0,2,2,0,20000,10000,0,0,0.5,0
0,46,1,0,1,2,37419,37500,18750,0,0,0.5,0
0,54,2,0,2,1,25968,35000,29750,1,0,0.85,0
1,84,2,2,2,1,0,47000,23500,0,0,0.5,0
1,240,3,2,3,1,0,310000,310000,0,1,1.0,0
0,53,4,1,5,1,35018,50000,25000,0,0,0.5,0
1,84,1,0,1,1,0,25000,12500,0,0,0.5,0
0,64,1,0,1,1,35000,35000,17500,0,0,0.5,0
0,240,70,10,70,1,0,641000,641000,0,1,1.0,0
0,64,4,3,4,1,33952,35000,29750,0,0,0.85,0
1,109,3,2,3,1,9729,10000,8500,0,0,0.85,0
1,42,1,1,1,1,80011,100000,50000,0,0,0.5,0
1,12,1,1,1,1,0,200000,100000,1,0,0.5,1
1,84,4,2,4,2,0,50000,25000,0,0,0.5,0
1,62,5,0,5,1,19836,20000,10000,0,0,0.5,0
1,66,1,0,1,1,47408,55000,27500,0,0,0.5,0
0,84,2,2,2,2,0,25000,12500,0,0,0.5,0
1,84,1,0,1,1,0,10000,5000,1,0,0.5,0
0,37,2,0,2,1,26996,29000,14500,0,0,0.5,0
1,84,2,0,2,1,0,25000,12500,0,0,0.5,0
0,95,13,6,7,1,129401,132000,112200,0,0,0.85,0
0,24,2,0,2,1,0,10000,5000,0,0,0.5,1
0,74,4,2,6,1,14835,15000,7500,0,0,0.5,0
0,36,5,0,5,1,33831,40000,20000,1,0,0.5,0
1,47,1,0,1,1,24569,25000,12500,0,0,0.5,0
1,240,9,4,0,1,0,761000,761000,0,1,1.0,0
1,240,1,3,0,1,0,231000,231000,0,1,1.0,0
0,53,2,1,3,1,24988,25000,12500,0,0,0.5,0
1,55,3,2,3,2,45000,45000,22500,1,0,0.5,0
0,61,0,0,0,1,49077,50000,25000,0,0,0.5,0
1,168,2,2,4,1,0,320500,240375,0,0,0.75,0
0,67,7,0,7,1,48707,50000,25000,0,0,0.5,0
0,0,3,0,3,1,10421,20000,10000,0,0,0.5,0
1,78,3,0,3,1,50000,50000,25000,0,0,0.5,0
1,84,2,2,2,1,0,50000,25000,0,0,0.5,0
1,64,2,0,2,1,24995,25000,12500,0,0,0.5,0
0,72,2,0,2,1,49753,50000,25000,1,0,0.5,0
0,57,2,1,3,1,39615,40000,20000,1,0,0.5,0
0,72,1,0,1,1,67000,67000,33500,0,0,0.5,0
1,84,1,0,1,2,0,27000,13500,0,0,0.5,0
0,62,0,0,0,1,29275,35000,29750,0,0,0.85,0
0,35,4,4,4,2,17702,25000,12500,0,0,0.5,0
1,31,3,0,3,1,28509,45000,22500,0,0,0.5,0
0,240,25,8,0,1,0,529000,529000,0,1,1.0,0
1,68,5,0,5,1,38975,40000,20000,0,0,0.5,0
1,72,1,0,1,1,34133,35000,17500,0,0,0.5,0
0,84,1,0,1,1,0,50000,25000,0,0,0.5,0
1,92,12,0,12,1,498800,700000,525000,0,0,0.75,0
1,84,2,0,2,1,0,36000,18000,0,0,0.5,0
0,62,3,0,3,1,24550,25000,12500,0,0,0.5,0
1,44,4,0,4,1,98333,100000,50000,0,0,0.5,0
0,61,6,0,6,1,16332,16500,8250,0,0,0.5,0
1,84,3,0,3,1,0,25000,12500,0,0,0.5,0
1,84,1,0,1,1,0,50000,25000,0,0,0.5,0
0,240,17,5,0,1,0,720000,720000,0,1,1.0,0
0,78,1,0,1,1,31764,40000,34000,1,0,0.85,0
1,73,10,0,10,1,1509550,2000000,1500000,0,0,0.75,0
0,80,2,0,2,1,0,200000,150000,0,0,0.75,0
0,35,1,0,1,2,21664,25000,12500,0,0,0.5,0
1,84,2,2,2,1,0,10000,5000,0,0,0.5,0
0,66,8,8,8,1,100000,100000,50000,0,0,0.5,0
1,84,2,1,2,1,0,100000,50000,0,0,0.5,0
0,85,11,2,11,1,0,100000,85000,0,0,0.85,0
1,57,1,0,1,1,5000,5000,2500,1,0,0.5,0
0,84,1,0,1,1,5000,5000,2500,1,0,0.5,0
1,59,4,0,4,1,100000,100000,50000,0,0,0.5,0
1,84,1,0,1,1,0,26000,13000,0,0,0.5,0
1,55,10,3,10,2,16619,30000,15000,0,0,0.5,0
1,276,3,0,3,1,1058672,1944300,1458225,0,1,0.75,0
0,120,3,0,3,1,0,450000,337500,0,0,0.75,0
1,54,1,0,1,1,43000,45000,22500,0,0,0.5,0
0,51,5,0,5,1,35000,35000,17500,0,0,0.5,0
1,57,1,0,1,1,24850,25000,12500,0,0,0.5,0
0,120,2,0,2,1,0,148000,125800,1,0,0.85,0
1,46,1,1,1,2,49395,50000,25000,0,0,0.5,0
0,45,0,0,0,1,7209,10000,8500,1,0,0.85,0
1,84,2,0,2,1,0,50000,25000,0,0,0.5,0
1,37,1,0,1,1,8772,10000,5000,0,0,0.5,0
0,63,3,1,4,1,12996,15000,12750,0,0,0.85,0
1,240,3,2,0,1,0,1093000,1093000,0,1,1.0,0
0,84,6,4,6,2,0,45000,22500,0,0,0.5,0
1,58,5,0,5,1,49592,50000,25000,0,0,0.5,0
1,67,2,0,2,1,28276,35000,17500,0,0,0.5,0
1,53,2,1,2,1,22174,25000,12500,0,0,0.5,0
1,42,8,0,8,1,9950,10000,5000,0,0,0.5,0
0,68,1,0,1,1,29156,30000,15000,0,0,0.5,0
1,85,1,1,1,1,0,277000,207750,1,0,0.75,0
0,99,1,1,1,1,46930,50000,42500,0,0,0.85,0
0,0,8,0,8,1,89313,90000,45000,0,0,0.5,0
1,66,1,1,1,1,27750,30000,15000,0,0,0.5,0
1,88,5,1,5,1,22759,25000,21250,1,0,0.85,0
1,84,3,0,3,1,0,25000,12500,0,0,0.5,0
0,84,6,0,6,1,0,5000,2500,0,0,0.5,0
1,36,17,0,17,1,0,50000,42500,0,0,0.85,0
0,283,1,0,1,1,205967,373100,279825,0,1,0.75,0
0,240,42,18,0,2,0,585000,585000,0,1,1.0,0
1,84,1,1,1,1,0,20000,10000,1,0,0.5,0
1,240,113,8,0,1,0,1025000,1025000,0,1,1.0,0
0,84,32,0,32,1,0,50000,25000,0,0,0.5,0
0,37,1,0,1,1,35566,37000,18500,1,0,0.5,0
1,84,3,0,3,1,0,40000,20000,0,0,0.5,0
1,58,2,4,2,1,49965,50000,25000,0,0,0.5,0
0,64,2,0,2,1,34173,35000,17500,0,0,0.5,0
1,9,2,2,2,1,49803,50000,25000,0,0,0.5,1
1,67,8,0,8,1,14999,15000,7500,1,0,0.5,0
0,30,6,6,6,1,59743,60000,30000,1,0,0.5,0
0,34,1,2,1,1,42787,50000,25000,0,0,0.5,0
0,84,1,0,1,1,0,27000,13500,0,0,0.5,0
0,84,5,0,5,1,0,20000,10000,0,0,0.5,0
1,54,17,0,17,1,37875,50000,25000,0,0,0.5,0
0,57,2,0,2,1,2415,5000,2500,0,0,0.5,0
0,64,1,0,0,1,10000,20000,10000,0,0,0.5,0
1,34,2,2,2,1,105173,156000,78000,0,0,0.5,0
0,36,1,0,1,1,12562,17000,8500,0,0,0.5,0
1,60,1,0,1,1,44942,50000,25000,0,0,0.5,0
0,109,3,4,3,1,12055,12500,10625,0,0,0.85,0
1,84,1,0,0,1,0,15000,7500,1,0,0.5,0
1,56,6,0,0,1,9948,10000,5000,0,0,0.5,0
1,64,4,0,4,1,30000,30000,15000,0,0,0.5,0
1,259,22,6,22,1,348248,542200,406650,0,1,0.75,0
1,240,4,2,0,1,0,425000,425000,1,1,1.0,0
1,84,5,0,5,1,0,150000,75000,1,0,0.5,0
1,65,1,0,1,1,45867,50000,25000,0,0,0.5,0
0,55,4,0,4,1,35000,35000,17500,0,0,0.5,0
1,59,12,0,12,1,98005,100000,50000,0,0,0.5,0
1,62,1,0,1,1,36988,37000,18500,0,0,0.5,0
1,3,8,0,8,1,49809,50000,25000,0,0,0.5,1
0,84,8,0,8,1,0,10000,5000,0,0,0.5,0
0,60,8,7,8,1,34567,35000,17500,0,0,0.5,0
0,52,2,0,0,1,14840,15000,7500,0,0,0.5,0
0,60,3,0,3,1,0,20000,10000,0,0,0.5,0
0,69,1,0,1,2,49077,50000,25000,0,0,0.5,0
0,120,24,0,24,1,0,866900,650175,0,0,0.75,0
0,59,1,0,0,1,20465,25000,21250,0,0,0.85,0
0,84,1,1,2,1,0,10000,5000,0,0,0.5,0
1,84,2,0,2,1,0,50000,25000,0,0,0.5,0
1,54,12,12,12,1,26059,35000,17500,0,0,0.5,0
0,16,2,0,0,1,4997,25000,12500,0,0,0.5,1
1,51,1,0,1,1,33668,35000,17500,0,0,0.5,0
1,72,2,0,2,1,20000,20000,10000,0,0,0.5,0
0,240,1,4,0,1,0,291000,291000,0,1,1.0,0
1,36,1,0,1,1,0,25000,12500,0,0,0.5,0
0,66,1,0,0,1,28020,30000,15000,1,0,0.5,0
0,110,1,0,1,1,24417,25000,21250,0,0,0.85,0
0,36,3,0,0,1,0,25000,12500,0,0,0.5,0
1,73,3,100,3,1,33050,50000,25000,0,0,0.5,0
1,69,3,2,3,1,48978,50000,25000,0,0,0.5,0
0,39,1,1,1,1,8909,15000,12750,0,0,0.85,0
1,68,3,0,3,2,14659,15000,7500,0,0,0.5,0
1,84,3,1,3,1,0,12700,6350,0,0,0.5,0
1,58,3,0,3,1,49503,50000,25000,0,0,0.5,0
0,84,35,0,35,1,0,10000,5000,1,0,0.5,0
1,84,3,0,3,1,0,15000,7500,0,0,0.5,0
0,84,3,0,3,1,0,20000,10000,1,0,0.5,0
0,43,3,2,3,1,24634,30000,15000,0,0,0.5,0
1,240,3,1,0,1,0,281000,281000,0,1,1.0,0
1,28,6,2,8,1,8702,20000,10000,0,0,0.5,0
0,240,2,4,0,1,0,268000,268000,0,1,1.0,0
1,60,2,0,2,1,0,25000,12500,0,0,0.5,0
0,57,2,0,2,1,24780,30000,15000,0,0,0.5,0
1,68,4,2,4,1,94617,100000,50000,0,0,0.5,0
1,65,1,0,0,1,31159,35000,29750,0,0,0.85,0
0,47,1,2,1,1,18075,25000,21250,0,0,0.85,0
0,84,1,1,1,1,4023,5000,4250,0,0,0.85,0
1,240,10,5,10,1,0,1799000,1799000,0,1,1.0,0
1,84,7,2,9,1,0,20000,10000,0,0,0.5,0
1,53,22,0,22,1,49936,50000,25000,0,0,0.5,0
0,48,1,0,1,1,0,30000,15000,1,0,0.5,0
1,29,1,0,1,1,18094,20000,10000,0,0,0.5,0
0,70,0,0,0,1,23372,25000,21250,0,0,0.85,0
1,57,12,0,12,1,50000,50000,25000,0,0,0.5,0
1,51,2,0,2,1,9231,10000,5000,1,0,0.5,0
1,75,6,1,6,1,48660,50000,25000,0,0,0.5,0
0,49,6,1,6,1,46622,50000,25000,0,0,0.5,0
0,300,12,12,0,1,0,1048000,786000,0,1,0.75,0
0,39,6,0,6,1,47161,50000,25000,0,0,0.5,0
1,84,2,1,2,1,0,5000,2500,1,0,0.5,0
1,84,4,0,4,1,0,30000,15000,0,0,0.5,0
1,60,2,0,2,1,0,22000,11000,0,0,0.5,0
1,54,2,0,2,1,20012,35000,17500,0,0,0.5,0
0,84,4,1,4,1,0,50000,25000,1,0,0.5,0
0,44,5,0,5,1,47529,50000,25000,0,0,0.5,0
1,84,1,4,1,1,0,30000,15000,0,0,0.5,0
0,27,4,0,4,1,28672,35000,29750,0,0,0.85,0
0,72,2,0,2,1,29242,30000,15000,0,0,0.5,0
0,264,25,5,20,1,0,1596200,1197150,0,1,0.75,0
0,48,15,0,15,1,23333,25000,12500,0,0,0.5,0
0,84,3,5,3,1,0,40000,20000,0,0,0.5,0
1,72,1,0,1,1,47462,50000,25000,0,0,0.5,0
1,84,8,0,8,1,0,20000,10000,0,0,0.5,0
0,50,5,0,5,1,22863,30000,15000,0,0,0.5,0
1,240,4,5,4,1,0,268000,268000,0,1,1.0,0
1,84,1,0,1,1,0,50000,25000,0,0,0.5,0
0,56,1,0,1,1,15000,15000,7500,1,0,0.5,0
0,54,1,3,1,1,16343,19000,9500,0,0,0.5,0
0,63,2,0,2,1,50000,50000,25000,0,0,0.5,0
0,51,1,2,3,1,21268,25000,12500,0,0,0.5,0
1,55,1,3,3,0,117631,150000,127500,1,0,0.85,0
1,84,2,0,2,1,0,40000,20000,0,0,0.5,0
1,240,3,1,0,1,0,318000,318000,0,1,1.0,0
0,240,12,15,0,1,0,1655000,1655000,0,1,1.0,0
0,89,4,1,4,1,8828,10000,8500,1,0,0.85,0
1,48,7,0,7,1,36524,50000,42500,0,0,0.85,0
0,60,4,4,4,1,0,50000,25000,0,0,0.5,0
1,240,50,50,0,1,0,1583000,1583000,0,1,1.0,0
0,84,4,0,4,1,0,10000,5000,0,0,0.5,0
1,70,2,1,2,1,47461,50000,25000,0,0,0.5,0
0,84,2,0,2,1,0,12000,6000,0,0,0.5,0
0,51,4,0,4,1,29181,30000,15000,0,0,0.5,0
0,12,4,0,4,2,0,25000,12500,1,0,0.5,1
1,53,3,0,3,1,28835,30000,15000,0,0,0.5,0
0,84,1,0,1,1,0,50000,25000,0,0,0.5,0
0,61,2,3,2,1,99000,100000,50000,0,0,0.5,0
1,84,20,0,20,1,0,50000,25000,0,0,0.5,0
1,240,3,4,0,1,0,675000,675000,0,1,1.0,0
0,84,3,2,5,1,0,50000,25000,0,0,0.5,0
0,59,5,0,5,1,49915,50000,25000,0,0,0.5,0
0,25,3,1,4,1,28821,50000,25000,0,0,0.5,0
0,25,1,0,1,1,9481,20000,17000,1,0,0.85,0
1,62,3,0,3,1,10000,10000,5000,1,0,0.5,0
1,240,20,10,0,1,0,201000,201000,0,1,1.0,0
1,84,3,0,3,1,0,20000,10000,0,0,0.5,0
1,115,1,0,1,1,19694,20000,17000,0,0,0.85,0
1,106,1,1,1,1,11739,12500,10625,0,0,0.85,0
1,51,1,0,1,2,16463,36000,18000,0,0,0.5,0
1,120,2,7,2,1,0,12500,10625,1,0,0.85,0
0,84,6,1,6,1,0,30000,15000,0,0,0.5,0
0,240,3,2,3,1,0,364000,364000,0,1,1.0,0
1,84,14,0,14,1,0,30000,15000,0,0,0.5,0
0,66,2,35,2,2,22050,24000,12000,0,0,0.5,0
0,240,18,1,0,1,0,365000,365000,0,1,1.0,0
1,35,4,0,4,1,27181,30000,15000,0,0,0.5,0
1,37,2,2,2,1,12035,20000,17000,0,0,0.85,0
0,84,15,2,2,1,0,5000,2500,0,0,0.5,0
0,120,15,2,2,1,0,910000,682500,0,0,0.75,0
0,84,3,3,6,1,0,50000,25000,0,0,0.5,0
0,63,1,2,1,1,22206,25000,21250,1,0,0.85,0
1,240,5,1,5,1,0,165000,165000,0,1,1.0,0
1,114,2,1,2,1,9932,10000,8500,0,0,0.85,0
0,120,5,0,5,1,0,575000,431250,0,0,0.75,0
1,84,5,0,5,1,0,100000,50000,0,0,0.5,0
1,240,3,1,3,1,0,296000,296000,0,1,1.0,0
0,84,2,0,2,1,0,308500,231375,1,0,0.75,0
1,55,2,1,2,1,4149,5000,4250,0,0,0.85,0
1,240,4,8,4,1,0,820000,820000,0,1,1.0,0
0,93,49,0,20,1,135645,150000,127500,0,0,0.85,0
1,143,20,10,20,1,0,639400,479550,0,0,0.75,0
1,102,12,0,12,1,573429,1375000,1031250,0,0,0.75,0
0,240,20,10,20,1,0,1682000,1682000,0,1,1.0,0
1,240,5,1,5,1,0,658000,658000,0,1,1.0,0
1,120,12,0,12,1,0,750000,562500,0,0,0.75,0
0,36,15,0,15,2,0,50000,25000,0,0,0.5,0
0,46,7,2,2,1,92701,100000,50000,0,0,0.5,0
1,84,1,0,1,1,0,25000,12500,0,0,0.5,0
0,63,2,0,2,1,21398,25000,12500,0,0,0.5,0
0,120,2,4,2,1,0,10000,8500,1,0,0.85,0
1,108,20,0,20,1,0,2000000,1500000,0,0,0.75,0
0,60,1,3,2,1,0,130000,65000,1,0,0.5,0
1,92,2,2,2,1,6525,7500,6375,0,0,0.85,0
1,84,9,2,7,1,0,460000,345000,0,0,0.75,0
1,82,1,0,1,1,5833,7500,6375,0,0,0.85,0
0,120,3,0,3,1,0,5000,4250,0,0,0.85,0
1,289,1,1,1,1,237180,479000,359250,0,1,0.75,0
1,73,2,0,2,1,23426,25000,21250,0,0,0.85,0
0,84,2,1,2,1,0,25000,21250,0,0,0.85,0
1,56,1,0,1,1,9733,10000,5000,0,0,0.5,0
0,110,2,2,2,1,9645,10000,8500,0,0,0.85,0
1,300,9,9,0,1,0,712700,534525,0,1,0.75,0
0,99,2,0,2,1,8933,10000,9000,1,0,0.9,0
0,240,1,1,0,1,0,215000,215000,0,1,1.0,0
1,300,1,1,1,1,0,1665000,1498500,0,1,0.9,0
0,300,4,0,4,1,0,285000,256500,0,1,0.9,0
1,90,2,0,2,1,0,243000,218700,0,0,0.9,0
1,84,15,3,18,1,0,250000,125000,0,0,0.5,0
1,84,5,0,5,2,0,50000,25000,0,0,0.5,0
0,46,3,3,3,2,183645,200000,100000,0,0,0.5,0
1,99,7,5,7,1,6706,7500,6750,1,0,0.9,0
0,120,24,24,24,1,0,936000,842400,0,0,0.9,0
0,92,40,10,30,1,211800,235000,176250,0,0,0.75,0
1,64,1,0,1,1,22990,25000,22500,0,0,0.9,0
0,240,4,6,0,1,0,803000,803000,0,1,1.0,0
1,84,7,0,7,2,0,30000,15000,0,0,0.5,0
1,84,1,2,3,1,0,50000,25000,0,0,0.5,0
1,102,2,1,2,1,9057,10000,9000,0,0,0.9,0
1,120,2,5,2,1,0,10000,9000,1,0,0.9,0
0,94,2,4,2,1,398632,435000,391500,0,0,0.9,0
0,120,23,0,22,1,0,1500000,1350000,0,0,0.9,0
0,109,1,0,1,1,7277,7500,6750,0,0,0.9,0
0,84,3,0,3,1,0,25000,22500,0,0,0.9,0
1,84,4,1,4,1,0,200000,150000,0,0,0.75,0
1,300,8,2,8,1,0,1556000,1400400,0,1,0.9,0
1,120,36,4,0,1,0,504000,453600,0,0,0.9,0
1,300,4,0,4,1,0,900000,810000,0,1,0.9,0
0,300,5,2,7,1,0,580000,522000,0,1,0.9,0
0,300,2,2,2,1,0,446800,402120,1,1,0.9,0
0,300,1,9,0,1,0,632100,568890,1,1,0.9,0
0,300,12,0,12,1,0,1177500,1059750,0,1,0.9,0
0,92,1,1,1,1,4331,5000,4500,1,0,0.9,0
0,300,32,0,32,1,0,2000000,1500000,0,1,0.75,0
1,300,3,0,3,1,0,1150000,1035000,0,1,0.9,0
1,300,2,0,2,2,0,300000,225000,0,1,0.75,0
1,84,5,0,5,1,0,25000,12500,0,0,0.5,0
1,84,20,2,20,1,0,450000,405000,0,0,0.9,0
1,91,0,2,0,2,96262,100000,90000,0,0,0.9,0
1,240,15,0,15,1,0,327000,294300,0,1,0.9,0
1,110,4,0,4,2,191431,200000,180000,0,0,0.9,0
1,300,3,0,3,1,0,618000,556200,0,1,0.9,0
1,60,13,8,5,1,0,100000,50000,0,0,0.5,0
0,300,10,0,10,1,0,225000,202500,0,1,0.9,0
1,120,150,0,150,1,0,1665000,1498500,1,0,0.9,0
1,300,3,0,3,1,0,250000,225000,0,1,0.9,0
0,84,4,2,4,1,0,35000,31500,0,0,0.9,0
0,59,2,5,2,1,33862,35000,17500,0,0,0.5,0
0,99,3,4,3,1,9090,10000,9000,0,0,0.9,0
1,84,2,0,2,1,0,50300,25150,0,0,0.5,0
1,240,14,8,0,1,0,215000,215000,0,1,1.0,0
0,84,1,0,1,1,0,135000,121500,0,0,0.9,0
1,85,2,2,2,1,4146,5000,4500,1,0,0.9,0
1,84,14,20,34,1,0,50000,25000,1,0,0.5,0
0,104,4,0,4,1,13800,15000,12750,0,0,0.85,0
0,84,1,0,1,1,0,20000,10000,0,0,0.5,0
0,84,1,1,1,1,0,24700,12350,1,0,0.5,0
0,84,2,1,2,1,0,10000,5000,0,0,0.5,0
1,84,3,1,3,1,0,205000,153750,0,0,0.75,0
0,84,10,0,10,1,0,250000,125000,0,0,0.5,0
0,240,1,7,0,1,0,452000,452000,0,1,1.0,0
0,120,1,1,1,2,0,55000,46750,0,0,0.85,0
1,84,24,0,24,1,0,495000,445500,0,0,0.9,0
0,300,6,0,6,1,0,551000,495900,0,1,0.9,0
0,300,14,0,14,1,0,510000,459000,0,1,0.9,0
0,120,1,0,1,2,0,500000,450000,0,0,0.9,0
0,84,1,0,1,1,0,150000,135000,0,0,0.9,0
1,300,1,0,1,1,0,512000,460800,0,1,0.9,0
1,84,2,0,2,2,0,10000,5000,0,0,0.5,0
1,120,3,0,3,1,0,90000,81000,1,0,0.9,0
1,300,40,0,40,1,0,271800,244620,0,1,0.9,0
0,14,7,0,8,2,0,200000,100000,0,0,0.5,0
0,300,6,6,12,1,0,2350000,2115000,0,1,0.9,0
1,63,1,3,4,1,23246,25000,12500,0,0,0.5,0
0,84,1,0,0,1,0,10000,5000,0,0,0.5,0
0,240,11,5,0,1,0,330000,330000,0,1,1.0,0
1,260,2,2,4,1,451002,1073000,804750,1,1,0.75,0
1,300,8,0,8,1,0,820000,615000,0,1,0.75,0
0,240,88,50,88,1,0,1046000,1046000,0,1,1.0,0
1,240,15,25,15,1,0,912000,912000,0,1,1.0,0
1,240,5,65,0,1,0,1152000,1152000,0,1,1.0,0
0,240,1,20,0,1,0,271000,271000,1,1,1.0,0
0,60,2,0,2,1,0,80000,40000,0,0,0.5,0
0,55,5,0,0,1,13635,15000,7500,1,0,0.5,0
1,84,5,0,4,1,35964,100000,50000,0,0,0.5,0
1,84,2,0,2,2,0,150000,127500,0,0,0.85,0
1,240,3,9,0,1,0,338000,338000,0,1,1.0,0
0,240,11,11,11,1,0,441000,441000,0,1,1.0,0
1,84,3,0,3,1,0,150000,75000,0,0,0.5,0
0,30,4,0,4,1,14783,15000,7500,0,0,0.5,1
1,300,14,0,0,1,0,502200,376650,0,1,0.75,0
1,248,3,0,3,1,0,370800,278100,0,1,0.75,0
0,300,4,0,4,1,0,697500,523125,0,1,0.75,0
1,84,10,0,10,1,0,15000,7500,0,0,0.5,0
1,84,1,1,1,2,0,30000,15000,0,0,0.5,0
0,300,5,0,5,1,0,832500,624375,0,1,0.75,0
1,56,2,1,2,2,27829,30000,15000,0,0,0.5,0
1,240,9,4,9,1,0,152000,152000,0,1,1.0,0
0,300,1,0,0,1,0,511700,383775,1,1,0.75,0
1,120,3,0,3,1,0,1050000,787500,0,0,0.75,0
1,84,1,0,1,1,0,25000,12500,1,0,0.5,0
0,60,12,0,12,1,0,172500,86250,0,0,0.5,0
0,38,1,0,1,1,28623,30000,15000,0,0,0.5,1
1,82,3,3,3,1,0,78000,39000,0,0,0.5,0
0,240,2,2,0,1,0,134000,134000,0,1,1.0,0
1,230,3,2,3,1,65519,650000,487500,0,0,0.75,0
1,84,10,5,10,1,0,257000,192750,0,0,0.75,0
