Default (label),Recession,New,RealEstate,DisbursementGross,Portion
1,0,0,0,50000,0.5
0,0,0,0,65000,0.5
0,0,0,0,70000,0.5
0,0,0,0,206557,0.75
0,0,0,1,130000,0.85
0,0,0,1,536000,1.0
0,0,0,0,145225,0.5
0,0,0,0,5000,0.5
0,0,0,0,37333,0.5
0,0,0,1,621000,0.75
0,0,0,0,155000,0.75
0,0,0,0,50000,0.5
0,0,0,0,45000,0.9
0,0,0,1,273000,0.7
0,0,0,0,1340000,0.75
0,0,0,1,994600,0.7
0,0,0,1,1899500,0.75
0,0,0,0,164502,0.5
0,0,0,0,45000,0.5
0,0,0,1,308000,1.0
1,0,0,0,50000,0.5
0,0,0,0,50000,0.5
1,1,0,0,63000,0.5
0,0,0,1,1340000,0.75
0,0,0,0,15000,0.5
0,0,0,1,675000,0.75
0,0,0,1,294000,0.75
0,0,0,1,401000,0.75
0,0,0,1,302400,0.75
0,0,0,1,208000,1.0
0,0,0,0,21081,0.5
0,0,0,0,23611,0.5
0,0,0,1,450000,0.5
0,0,0,1,661000,1.0
0,0,0,1,665000,1.0
0,0,0,0,45000,0.9
0,0,0,1,505000,1.0
0,0,0,0,60014,0.5
0,0,0,1,500000,0.7
0,0,0,0,58788,0.5
0,0,0,0,100000,0.5
0,0,0,1,675000,0.75
0,0,0,0,100000,0.9
0,0,0,0,200000,0.75
0,0,1,0,130000,0.5
1,0,0,0,410000,0.75
0,0,0,0,50000,0.5
0,0,0,0,35000,0.5
0,0,0,1,403700,0.75
1,0,1,0,100000,0.85
0,0,0,0,100000,0.5
0,0,0,1,640000,0.75
1,1,0,0,99340,0.5
0,0,0,0,100000,0.9
0,0,1,0,131000,0.85
0,0,0,0,45300,0.5
0,0,1,1,299200,0.75
0,0,0,1,186000,1.0
0,0,0,0,60000,0.5
0,0,0,1,652000,0.75
0,0,0,0,700000,0.85
0,0,0,0,175000,0.75
0,0,0,0,25000,0.5
0,0,0,1,495000,0.75
0,0,0,1,239000,1.0
0,0,0,0,100000,0.5
0,0,0,1,1300000,1.0
0,0,0,1,169000,1.0
0,0,0,1,456000,1.0
0,0,0,0,5000,0.85
0,0,0,0,100000,0.9
0,0,0,1,412000,1.0
0,0,0,1,549000,0.75
0,0,0,0,50000,0.5
0,0,0,0,63000,0.9
0,0,0,1,1440000,0.75
0,0,0,1,549000,1.0
0,0,0,0,889001,0.5
0,0,0,1,244836,0.75
0,0,0,0,221164,0.849998191
0,0,0,1,156000,0.7
1,0,0,0,100000,0.5
0,0,0,0,20000,0.5
0,0,0,1,639000,0.75
0,0,0,0,100000,0.85
0,0,0,0,253000,0.75
0,0,0,0,96000,0.9
0,0,0,1,178000,0.75
0,0,1,0,10000,0.5
0,0,1,0,41404,0.9
0,0,0,1,185000,0.75
0,0,0,1,105000,1.0
0,0,0,1,667000,1.0
0,1,0,0,50000,0.5
0,0,1,0,75000,0.9
1,0,1,0,704000,0.75
0,0,0,1,373000,1.0
0,0,0,0,218300,0.75
0,0,0,1,388000,1.0
0,0,0,0,30000,0.9
0,0,0,1,435000,1.0
0,0,0,0,400000,0.75
0,0,1,0,30030,0.5
1,0,1,0,85000,0.85
0,0,0,0,100000,0.9
0,0,1,0,50000,0.85
0,0,0,1,227000,0.75
1,0,0,0,56217,0.5
0,0,0,0,44076,0.5
0,0,1,0,100000,0.7
0,0,0,1,336500,0.75
0,0,0,1,321000,0.75
0,0,0,1,1512000,1.0
0,0,0,0,25000,0.9
0,0,0,1,1234000,1.0
0,0,0,0,100000,0.5
1,0,0,1,675000,0.75
1,0,0,0,21673,0.5
0,0,1,0,31833,0.799987434
0,0,0,1,238000,1.0
0,0,1,0,119500,0.75
0,0,0,1,519000,1.0
0,0,0,0,56960,0.5
0,0,0,0,250000,0.5
0,0,0,1,589000,0.75
0,0,0,1,1999000,1.0
0,0,0,0,320361,0.5
1,0,0,0,1525000,0.75
0,0,0,1,711000,1.0
1,0,1,0,37000,0.8
0,0,0,1,593000,1.0
0,0,0,1,325000,1.0
0,0,0,1,1256000,1.0
0,0,0,0,25000,0.5
0,0,1,0,39500,0.5
0,0,0,0,18000,0.8
0,0,0,1,1027000,1.0
0,0,0,1,1476000,1.0
0,0,0,1,144000,1.0
0,0,1,0,750000,0.382369333
0,0,0,1,297500,0.75
0,0,0,1,931000,1.0
0,0,0,0,294274,0.5
0,0,0,0,29426,0.5
1,0,1,0,16679,0.5
0,0,0,0,78000,0.5
0,0,0,1,962900,0.75
0,0,0,1,93000,1.0
0,0,0,1,853000,1.0
0,0,0,0,100706,0.5
0,0,0,0,24338,0.5
0,0,0,1,676000,1.0
0,0,0,1,2000000,0.75
0,0,0,0,76000,0.5
0,0,0,1,171000,1.0
0,0,0,1,600000,0.75
1,0,0,0,101750,0.5
1,0,0,0,10000,0.85
0,0,0,1,833000,1.0
1,0,0,0,241204,0.5
0,0,0,0,300000,0.75
0,0,1,0,770000,0.75
0,0,0,0,595000,0.75
0,0,1,0,300000,0.75
0,0,1,0,100880,0.5
0,0,0,0,37754,0.5
0,0,0,1,70000,0.85
1,0,1,0,356778,0.75
0,0,0,0,54691,0.5
0,0,0,0,371000,0.75
0,0,0,1,867000,1.0
0,0,0,0,39021,0.5
0,0,0,1,988000,1.0
1,0,1,0,150000,0.85
0,0,0,1,228000,1.0
0,0,0,0,1147500,0.75
1,0,0,0,88094,0.5
0,0,0,1,659000,1.0
0,0,0,0,35000,0.5
0,0,0,0,100000,0.8
0,0,0,0,22000,0.5
1,1,0,0,51272,0.5
0,0,0,1,679000,0.75
0,0,0,1,378000,0.75
0,0,0,1,427000,1.0
0,0,0,1,1059000,1.0
0,0,0,1,1283000,1.0
0,0,0,1,790000,0.75
0,0,1,1,221000,1.0
0,0,0,0,68402,0.5
0,0,0,0,120000,0.5
0,0,0,0,100635,0.5
0,0,0,0,264000,0.75
0,0,0,1,116000,1.0
1,0,0,0,466981,0.5
1,0,1,0,16792,0.5
0,0,0,0,32388,0.5
1,0,0,0,301740,0.5
0,0,0,0,1309500,0.5
1,0,0,0,100000,0.5
1,0,0,0,43705,0.5
0,0,0,1,433000,1.0
0,0,1,1,658500,0.75
1,1,0,0,81868,0.5
0,0,0,1,604000,0.75
0,0,0,1,233000,1.0
1,0,1,0,950000,0.75
0,0,0,0,247000,0.75
1,0,1,0,360000,0.75
0,0,0,0,50000,0.5
0,0,0,1,512000,0.75
0,0,0,0,177008,0.5
0,0,0,0,125000,0.85
1,0,0,1,550800,0.75
0,0,0,1,286000,1.0
0,0,0,1,372000,1.0
1,0,0,0,300000,0.75
0,0,0,0,200000,0.75
0,0,0,1,261900,0.75
0,0,0,0,30000,0.7
0,0,0,0,855000,0.75
0,0,1,0,65000,0.8
0,0,0,0,75000,0.8
0,0,0,0,172000,0.75
0,0,0,0,94000,0.8
0,0,0,0,500000,0.75
0,0,0,1,175000,0.75
0,0,0,0,62221,0.75
0,0,1,0,50000,0.8
0,0,0,1,200000,0.75
0,0,0,1,99000,0.8
0,0,0,0,50000,0.8
0,0,0,0,251150,0.75
0,0,0,0,35000,0.5
