Default (label),Recession,New,RealEstate,DisbursementGross,Portion
0,0,0,0,380229,0.5
0,0,0,0,30300,0.5
0,0,0,1,339000,1.0
1,0,1,0,32568,0.5
1,0,0,0,19984,0.5
1,0,0,0,25000,0.85
0,0,0,0,350000,0.75
0,0,0,0,49186,0.5
0,0,0,0,34817,0.5
1,0,0,0,15220,0.5
1,1,1,0,76353,0.5
1,0,1,0,12950,0.5
0,0,0,0,105766,0.5
0,0,0,0,92502,0.5
0,0,0,1,721000,1.0
0,0,0,1,1029000,1.0
0,0,1,0,150000,0.5
