Selected,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
0,2234775001,Millineums Central,COMPTON,CA,90222,BANK OF AMERICA NATL ASSOC,NC,531311,17189,2007,57,2,1,0,2,0,1,N,N,18064,17197,89000,0,CHGOFF,49500,50000,25000,0,0,0.5,0,1710,18907,1
1,2235195006,BROKERAGE SERVICES,SAN RAFAEL,CA,94903,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17189,2007,84,2,1,0,2,0,1,Y,N,,17256,96367,0,P I F,0,30000,15000,0,0,0.5,0,2520,19776,0
0,2235465004,Premier American Funding Inc.,GLENDALE,CA,91204,BANK OF AMERICA NATL ASSOC,NC,531210,17189,2007,84,9,2,0,9,0,1,Y,N,,17225,87550,0,P I F,0,35000,17500,1,0,0.5,0,2520,19745,0
1,2236295003,"Lux Lighting, LLC",Los Angeles,CA,91352,U.S. BANK NATIONAL ASSOCIATION,OH,532490,17189,2007,300,7,1,3,4,0,1,N,N,,17197,526000,0,P I F,0,526000,394500,0,1,0.75,0,9000,26197,0
1,2238665000,"Creative Concepts, Inc.",MOORPARK,CA,93021,TELESIS COMMUNITY CU,CA,532292,17190,2007,93,0,2,1,1,0,1,N,N,18094,17225,193200,0,CHGOFF,169818,193200,144900,1,0,0.75,0,2790,20015,1
0,2238756010,AFI AND ASSOCIATES REAL ESTATE,SAN FRANCISCO,CA,94107,WELLS FARGO BANK NATL ASSOC,SD,531210,16999,2006,4,3,1,0,3,1,1,Y,N,18990,17044,52508,0,CHGOFF,24414,25000,12500,0,0,0.5,0,120,17164,1
0,2239675005,THE REAL ESTATE & LOAN CONSULT,DOWNEY,CA,90240,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17191,2007,53,4,1,3,7,0,1,Y,N,18306,17197,163743,0,CHGOFF,49140,50000,25000,0,0,0.5,0,1590,18787,1
1,2242185001,"GTI Industries, Inc.dba Great",NEWPORT BEACH,CA,92660,BANK OF AMERICA NATL ASSOC,NC,531210,17192,2007,43,6,1,0,6,0,1,Y,N,18458,17197,81750,0,CHGOFF,34500,35000,17500,0,0,0.5,0,1290,18487,1
1,2245475000,"W.S.H., LLC",CORONA DL MAR,CA,92625,CAPITAL ONE NATL ASSOC,VA,531320,17195,2007,60,2,1,0,2,0,1,N,N,18162,17225,100000,0,CHGOFF,82020,100000,50000,0,0,0.5,0,1800,19025,1
0,2246055005,"Infinitum Investment Corp, Inc",SAN JOSE,CA,95138,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17195,2007,60,2,2,0,2,0,1,N,N,,17225,19300,0,P I F,0,19300,9650,1,0,0.5,0,1800,19025,0
0,2250255009,Creative Lending Solutions,La Mesa,CA,91941,CALIFORNIA BANK & TRUST,CA,531210,17197,2007,64,5,2,0,5,0,1,Y,N,18004,17225,65000,0,CHGOFF,50000,50000,25000,1,0,0.5,0,1920,19145,1
0,2250565008,ALLEN LEWIS BEST DBA ALLEN BES,MONTEREY,CA,93940,CAPITAL ONE NATL ASSOC,VA,531320,17197,2007,84,1,1,0,1,0,1,N,N,,17256,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19776,0
0,2251455001,Cj Bennett Investments Llc,THOUSAND OAKS,CA,91360,BBCN BANK,CA,532490,17197,2007,69,1,1,3,1,0,1,N,N,17797,17286,10000,0,CHGOFF,9049,10000,8500,0,0,0.85,0,2070,19356,1
1,2251755008,YOON KYUNG JOO DBA JAZZ VIDEO,TORRANCE,CA,90504,BBCN BANK,CA,532230,17197,2007,44,2,1,0,2,0,1,N,N,19584,17225,82500,0,CHGOFF,51274,82500,41250,0,0,0.5,0,1320,18545,1
0,2253426003,PLATINUM REAL ESTATE GROUP INC,BUENA PARK,CA,90620,"CITIBANK, N.A.",SD,531320,17003,2006,73,25,1,0,25,1,1,Y,N,17426,17044,20000,0,CHGOFF,19489,20000,10000,0,0,0.5,0,2190,19234,1
0,2258535004,"DNY ENTERPRISES, INC.",LA MESA,CA,91941,CAPITAL ONE NATL ASSOC,VA,531390,17202,2007,65,1,1,0,1,0,1,Y,N,18477,17317,101173,0,CHGOFF,44879,50000,25000,0,0,0.5,0,1950,19267,1
1,2259186004,MR VIDEO & VIDEO FOX #2,SAN BERNARDINO,CA,92404,BBCN BANK,CA,532230,17006,2006,60,2,1,2,2,1,1,0,N,,17013,100000,0,P I F,0,100000,50000,0,0,0.5,0,1800,18813,0
1,2259535006,"Casper Investments, Inc.",NORCO,CA,92860,BANK OF AMERICA NATL ASSOC,NC,531210,17202,2007,62,6,1,0,6,0,1,N,N,19554,17225,55000,0,CHGOFF,34500,35000,17500,0,0,0.5,0,1860,19085,1
0,2262005001,"American First Realtors, Inc.",CAMPBELL,CA,95008,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17203,2007,63,2,1,0,2,0,1,Y,N,18016,17225,22543,0,CHGOFF,18954,20000,10000,0,0,0.5,0,1890,19115,1
0,2262165003,"CDS Appraisal Serivices, Inc.",LONG BEACH,CA,90807,BANK OF AMERICA NATL ASSOC,NC,531320,17203,2007,59,4,1,0,4,0,1,Y,N,18038,17225,83323,0,CHGOFF,82500,82500,41250,0,0,0.5,0,1770,18995,1
1,2263646003,EXPRESS APPRAISAL SERVICES,CUPERTINO,CA,95014,JPMORGAN CHASE BANK NATL ASSOC,IL,531320,17007,2006,84,2,1,0,2,1,2,Y,N,,17013,70460,0,P I F,0,25000,12500,0,0,0.5,0,2520,19533,0
0,2264245007,Pacific Valuation Services,RIVERSIDE,CA,92505,BANK OF AMERICA NATL ASSOC,NC,531320,17204,2007,57,1,1,0,1,0,1,N,N,18073,17225,69000,0,CHGOFF,34450,35000,17500,0,0,0.5,0,1710,18935,1
0,2265505004,"CEYLON, CORP DBA CEYLON DEVELO",LONG BEACH,CA,90808,CAPITAL ONE NATL ASSOC,VA,531210,17205,2007,49,1,1,0,1,0,1,N,N,18344,17256,100000,0,CHGOFF,59149,100000,50000,0,0,0.5,0,1470,18726,1
1,2266465007,"EventRents, Inc.",Ventura,CA,93003,MUFG UNION BANK NATL ASSOC,CA,532299,17205,2007,84,16,1,0,16,0,1,Y,N,,17225,37500,0,P I F,0,25000,12500,0,0,0.5,0,2520,19745,0
0,2269646004,JEANETTE GARCIA & EDELMIRA TOR,MADERA,CA,93638,COAST NATIONAL BANK,CA,531210,17009,2006,275,16,1,5,16,68905,2,0,N,18609,17044,240000,0,CHGOFF,156200,240000,180000,0,1,0.75,0,8250,25294,1
1,2269676002,JEANETTE GARCIA & EDELMIRA TOR,MADERA,CA,93638,COAST NATIONAL BANK,CA,531210,17009,2006,88,16,1,5,16,68905,2,0,N,18619,17044,160000,0,CHGOFF,149780,160000,120000,0,0,0.75,0,2640,19684,1
0,2270186005,URBAN BAY PROPERTIES INC,SAN FRANCISCO,CA,94107,MORTGAGE CAP. DEVEL CORP,CA,531210,17009,2006,240,50,1,15,0,1,1,0,N,,17085,341000,0,P I F,0,341000,341000,0,1,1,0,7200,24285,0
1,2271146006,REALTY WORLD REAL ESTATE,MADERA,CA,93638,COAST NATIONAL BANK,CA,531210,17009,2006,273,16,1,5,16,68905,2,0,N,18623,17044,120000,0,CHGOFF,23199,120000,90000,0,1,0.75,0,8190,25234,1
1,2273165009,"KEITH N. ANDERSON, INC.",PETALUMA,CA,94954,CAPITAL ONE NATL ASSOC,VA,531311,17210,2007,69,2,1,0,2,0,1,Y,N,18288,17317,100000,0,CHGOFF,49021,50000,25000,0,0,0.5,0,2070,19387,1
0,2273716004,SUPER VIDEO,NORTHRIDGE,CA,91324,BBCN BANK,CA,532230,17010,2006,60,2,1,0,2,1,1,0,N,,17074,104000,0,P I F,0,104000,41600,0,0,0.4,0,1800,18874,0
1,2279325010,VIRTUE REAL ESTATE,PALO ALTO,CA,94301,WELLS FARGO BANK NATL ASSOC,SD,531210,17212,2007,26,1,1,5,6,0,1,N,N,18334,17225,55000,0,CHGOFF,32999,75000,37500,0,0,0.5,1,780,18005,1
1,2280915007,Parkside Postal,SAN FRANCISCO,CA,94116,BBCN BANK,CA,532299,17212,2007,84,1,2,1,0,0,1,N,N,,17225,10000,0,P I F,0,10000,8500,1,0,0.85,0,2520,19745,0
1,2281095001,GIE Enterprises,ELK GROVE,CA,95757,BANK OF AMERICA NATL ASSOC,NC,531210,17213,2007,35,1,1,0,1,0,1,Y,N,18758,17225,17924,0,CHGOFF,10392,12000,6000,0,0,0.5,0,1050,18275,1
0,2287155007,"THE STIRNKORB COMPANY,INC.",ENCINITAS,CA,92024,CAPITAL ONE NATL ASSOC,VA,531210,17218,2007,45,1,1,2,1,0,1,Y,N,18548,17317,77149,0,CHGOFF,4763,25000,12500,0,0,0.5,0,1350,18667,1
1,2291736003,ARRIAGA REAL ESTATE,SACRAMENTO,CA,95816,"CAPITAL ACCESS GROUP, INC.",CA,531210,17015,2006,240,16,1,15,0,1,1,0,N,,17120,580000,0,P I F,0,580000,580000,0,1,1,0,7200,24320,0
0,2292085004,REMA,Danville,CA,94506,CALIFORNIA BANK & TRUST,CA,531210,17219,2007,60,2,1,1,2,0,1,Y,N,18016,17256,78000,0,CHGOFF,50000,50000,25000,0,0,0.5,0,1800,19056,1
0,2293315003,Liliana A. Ortiz dba Ortiz Con,SAN JOSE,CA,95111,BANK OF AMERICA NATL ASSOC,NC,531390,17219,2007,84,3,2,0,3,0,1,Y,N,,17256,5000,0,P I F,0,5000,2500,1,0,0.5,0,2520,19776,0
0,2296735006,"APR Capital One, Inc.",PASADENA,CA,91101,BANK OF AMERICA NATL ASSOC,NC,531210,17223,2007,111,6,2,0,6,0,1,N,N,,17256,35331,0,P I F,0,35000,17500,1,0,0.5,0,3330,20586,0
1,2299724002,FRANKIAN PROPERTY MANAGEMENT,CLOVIS,CA,93612,CALIFORNIA BANK & TRUST,CA,531210,14124,1998,84,7,1,0,0,1,0,0,N,,14213,30000,0,P I F,0,30000,24000,0,0,0.8,0,2520,16733,0
0,2300445006,Lori Luporini,DIXON,CA,95620,U.S. BANK NATIONAL ASSOCIATION,OH,531320,17224,2007,62,2,1,0,2,0,1,Y,N,17928,17225,59764,0,CHGOFF,49986,50000,25000,0,0,0.5,0,1860,19085,1
1,2300945003,Rex Joshua Hahn (EPC) to Zion,Bellflower,CA,90706,HANMI BANK,CA,531210,17224,2007,268,14,1,0,14,0,1,N,N,18346,17256,481500,0,CHGOFF,351877,481500,361125,0,1,0.75,0,8040,25296,1
0,2302585006,ALLIANCE FUNDING,GRANADA HILLS,CA,91344,CAPITAL ONE NATL ASSOC,VA,531210,17225,2007,68,1,1,0,1,0,1,N,N,18291,17256,50000,0,CHGOFF,46714,50000,25000,0,0,0.5,0,2040,19296,1
1,2304705009,"Citizen Enterprises, Inc.",WEST HOLLYWOOD,CA,90069,BANK OF AMERICA NATL ASSOC,NC,531210,17225,2007,84,12,1,0,12,0,1,Y,N,,17347,47000,0,P I F,0,35000,17500,0,0,0.5,0,2520,19867,0
1,2305395003,NORTHERN CA. LOAN PROCESSING C,CONCORD,CA,94521,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17226,2007,63,2,1,0,2,0,1,Y,N,18016,17317,49546,0,CHGOFF,44750,45000,22500,0,0,0.5,0,1890,19207,1
1,2305614001,"PANTIC, INC",FRESNO,CA,93706,CALIFORNIA BANK & TRUST,CA,532111,14126,1998,120,5,1,0,0,1,0,N,N,,14183,300000,0,P I F,0,300000,225000,0,0,0.75,1,3600,17783,0
1,2307626000,BASTIAN FKINANCIAL INC,PASADENA,CA,91106,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,17020,2006,48,1,1,0,1,1,2,Y,N,18306,17044,74093,0,CHGOFF,23961,25000,12500,0,0,0.5,0,1440,18484,1
0,2311324004,OLYMPIC VIDEO & 1 HOUR PHOTO,LOS ANGELES,CA,90020,BANK OF AMERICA CALIFORNIA N.A,CA,532230,14131,1998,12,2,1,0,0,1,0,Y,N,16492,14244,25000,0,CHGOFF,10954,25000,12500,0,0,0.5,0,360,14604,1
1,2312265008,"Avant Financial, Inc. dba Towe",FRESNO,CA,93710,BANK OF AMERICA NATL ASSOC,NC,531210,17230,2007,84,4,1,1,4,0,1,Y,N,,17286,30000,0,P I F,0,20000,10000,0,0,0.5,0,2520,19806,0
1,2315635007,JV LEPIRE CORPORATION DBA ON-S,MIRA LOMA,CA,92891,COMMUNITY BANK,CA,532412,17231,2007,120,2,2,1,2,0,1,N,N,,17256,300000,0,P I F,0,300000,225000,1,0,0.75,0,3600,20856,0
1,2316745007,World Realty,BREA,CA,92821,BANK OF AMERICA NATL ASSOC,NC,531210,17232,2007,59,15,1,0,15,0,1,Y,N,18067,17256,50000,0,CHGOFF,50000,50000,25000,0,0,0.5,0,1770,19026,1
0,2317654010,ASHLEY MEDICAL,SAN DIEGO,CA,92116,U.S. BANK NATIONAL ASSOCIATION,CA,532490,14133,1998,300,1,1,0,0,1,0,N,N,,14152,134000,0,P I F,0,134000,100500,0,1,0.75,0,9000,23152,0
1,2318865001,MOHUN AND ASSOCIATES REALTY CO,TRUCKEE,CA,96161,CAPITAL ONE NATL ASSOC,VA,531390,17233,2007,55,5,1,1,5,0,1,N,N,18499,17256,100000,0,CHGOFF,80455,100000,50000,0,0,0.5,0,1650,18906,1
0,2319515003,Kandor Capital Corp.,CHINO HILLS,CA,91709,BBCN BANK,CA,532299,17233,2007,84,1,1,1,1,0,1,N,N,,17256,25000,0,P I F,0,25000,21250,0,0,0.85,0,2520,19776,0
0,2319666009,FUNDING WELL CAPITAL INC,ALISO VIEJO,CA,92656,MUFG UNION BANK NATL ASSOC,CA,532490,17023,2006,84,4,2,0,4,1,1,Y,N,,17044,60401,0,P I F,0,25000,12500,1,0,0.5,0,2520,19564,0
0,2323985007,Kandola Mortgage Service,SAN JOSE,CA,95116,BANK OF AMERICA NATL ASSOC,NC,531210,17237,2007,62,16,1,0,16,0,1,N,N,17986,17286,15000,0,CHGOFF,15000,15000,7500,0,0,0.5,0,1860,19146,1
1,2333175004,"O'Neil Investments Holding, LL",LOS ANGELES,CA,90044,BANK OF AMERICA NATL ASSOC,NC,531210,17240,2007,84,1,1,0,1,0,1,N,N,,17256,20500,0,P I F,0,15000,7500,0,0,0.5,0,2520,19776,0
0,2334726001,ADAO & ASSOCIATES INC,ANTIOCH,CA,94531,BAY AREA EMPLOYMENT DEVEL CO,CA,531210,17029,2006,240,15,1,5,0,1,1,0,N,,17085,286000,0,P I F,0,286000,286000,0,1,1,0,7200,24285,0
0,2337565000,Swedor Corporation dba Swedor,WEST COVINA,CA,91792,BANK OF AMERICA NATL ASSOC,NC,531320,17241,2007,61,2,1,0,2,0,1,N,N,18010,17286,16972,0,CHGOFF,9972,12000,6000,0,0,0.5,0,1830,19116,1
1,2343654003,MOVIES & MORE,LOS ANGELES,CA,90066,WILSHIRE BANK,CA,532230,14144,1998,120,2,1,0,0,1,0,0,N,,14152,100000,0,P I F,0,100000,80000,0,0,0.8,1,3600,17752,0
1,2343775000,"Savant Estates, Inc.",SANTA BARBARA,CA,93105,BANK OF AMERICA NATL ASSOC,NC,531210,17246,2007,55,2,2,0,2,0,1,N,N,18200,17286,22000,0,CHGOFF,10220,12000,6000,1,0,0.5,0,1650,18936,1
0,2345976001,"HAROON & ASSOCIATES, LLC",SACRAMENTO,CA,95834,MORTGAGE CAP. DEVEL CORP,CA,531210,17034,2006,240,5,2,30,0,1,1,0,N,,17148,165000,0,P I F,0,165000,165000,1,1,1,0,7200,24348,0
1,2346865009,"A & C Paradise Investments, LL",ALISO VIEJO,CA,92656,BANK OF AMERICA NATL ASSOC,NC,531311,17247,2007,61,1,2,0,1,0,1,Y,N,18140,17409,38000,0,CHGOFF,34000,35000,17500,1,0,0.5,0,1830,19239,1
0,2348216002,NEXT GENERATION REALTY SILICON,SAN JOSE,CA,95138,"CAPITAL ACCESS GROUP, INC.",CA,531210,17035,2006,240,7,1,4,0,1,1,0,N,,17267,724000,0,P I F,0,724000,724000,0,1,1,0,7200,24467,0
1,2351984008,CAL BEST REALTY INC,SAN GABRIEL,CA,91776,BANK OF AMERICA CALIFORNIA N.A,CA,531210,14147,1998,84,25,1,0,0,1,0,Y,N,,14213,32900,0,P I F,0,32900,16450,0,0,0.5,0,2520,16733,0
1,2352695002,Miguel Armendarez and Neveen S,Redondo Beach,CA,90277,SOUTH CNTY BANK NATL ASSOC,CA,532220,17250,2007,101,3,1,2,3,0,1,N,N,18063,17256,200000,0,CHGOFF,183829,200000,150000,0,0,0.75,0,3030,20286,1
1,2354195009,Brescoll Industries Inc.,WHITTIER,CA,90605,BANK OF AMERICA NATL ASSOC,NC,531210,17251,2007,30,1,1,0,1,0,1,Y,N,18917,17256,24796,0,CHGOFF,5716,10000,5000,0,0,0.5,0,900,18156,1
1,2358446005,DIGLADO INC,LONG BEACH,CA,90808,WELLS FARGO BANK NATL ASSOC,SD,531390,17037,2006,49,3,1,2,5,1,1,Y,N,18410,17074,14994,0,CHGOFF,9989,10000,5000,0,0,0.5,0,1470,18544,1
1,2358795009,Ali's Rent A Car Inc.,LOS ANGELES,CA,90036,BANK OF AMERICA NATL ASSOC,NC,532111,17252,2007,43,7,1,0,7,0,1,Y,N,18701,17409,40000,0,CHGOFF,19313,20000,10000,0,0,0.5,0,1290,18699,1
1,2359235007,WANG JIANG RE PARTNERSHIP,SUNNYVALE,CA,94086,CAPITAL ONE NATL ASSOC,VA,531390,17253,2007,84,2,1,1,2,0,1,N,N,,17317,100000,0,P I F,0,100000,50000,0,0,0.5,0,2520,19837,0
0,2359466002,ALLEGIANT HOMES AND LOANS INC,FREMONT,CA,94536,WELLS FARGO BANK NATL ASSOC,SD,531210,17038,2006,37,1,1,0,1,1,1,Y,N,18521,17074,95209,0,CHGOFF,49645,50000,25000,0,0,0.5,0,1110,18184,1
0,2362456000,ATLAS DIGITAL,LOS ANGELES,CA,90068,CDC SMALL BUS. FINAN CORP,CA,532210,17038,2006,240,5,1,5,0,1,1,0,N,,17148,371000,0,P I F,0,371000,371000,0,1,1,0,7200,24348,0
0,2362985010,"MCGRATH MOVING & STORAGE, INC.",MODESTO,CA,95351,U.S. BANK NATIONAL ASSOCIATION,OH,531130,17254,2007,63,12,1,2,14,0,1,Y,N,17953,17286,85125,0,CHGOFF,45507,50000,25000,0,0,0.5,0,1890,19176,1
1,2364154005,SPRING FIELD BANQUET & CONFERE,FULLERTON,CA,92632,U.S. BANK NATIONAL ASSOCIATION,CA,531120,14152,1998,276,3,1,0,0,1,0,N,N,,14213,970000,0,P I F,0,1050000,749994,0,1,0.71428,0,8280,22493,0
0,2365985005,"Ayala Realty & Investments, In",SAN FRANCISCO,CA,94110,BANK OF AMERICA NATL ASSOC,NC,531210,17255,2007,32,2,1,0,2,0,1,Y,N,18885,17286,49700,0,CHGOFF,20755,25000,12500,0,0,0.5,0,960,18246,1
1,2369886003,GENTE REAL ESTATE INC,SAN JOSE,CA,95138,MORTGAGE CAP. DEVEL CORP,CA,531210,17042,2006,240,7,1,2,0,1,1,0,N,,17239,598000,0,P I F,0,598000,598000,0,1,1,0,7200,24439,0
0,2372955005,"SDK HOLDINGS, LLC",TORRANCE,CA,90502,CAPITAL ONE NATL ASSOC,VA,531110,17260,2007,35,3,1,1,3,0,1,Y,N,18900,17378,116738,0,CHGOFF,50000,50000,25000,0,0,0.5,0,1050,18428,1
1,2373056004,UNION REAL ESTATE INC,SAN BERNARDINO,CA,92408,MORTGAGE CAP. DEVEL CORP,CA,531210,17043,2006,240,7,1,7,0,1,1,0,N,,17239,1003000,0,P I F,0,1003000,1003000,0,1,1,0,7200,24439,0
0,2373156010,MARIELENA BAUMANN,NEWARK,CA,94560,WELLS FARGO BANK NATL ASSOC,SD,531210,17043,2006,257,2,1,0,2,1,1,0,N,19705,17074,676500,0,CHGOFF,405890,716300,537225,0,1,0.75,0,7710,24784,1
0,2373246002,NICHOLAS BALSAMO'S DESERT HOME,LA QUINTA,CA,92253,BANCO POPULAR NORTH AMERICA,NY,531390,17043,2006,51,1,1,0,0,1,1,Y,N,18313,17135,14002,0,CHGOFF,4954,5000,2500,0,0,0.5,0,1530,18665,1
0,2373455010,"INNOVATIVE REAL ESTATE GROUP,",WOODLAND HILLS,CA,91367,CAPITAL ONE NATL ASSOC,VA,531210,17260,2007,68,20,1,50,20,0,1,N,N,18504,17286,100000,0,CHGOFF,92524,100000,50000,0,0,0.5,0,2040,19326,1
0,2376226002,WILLOW GLEN PLAZA. L.P.,EL CAJON,CA,92019,CDC SMALL BUS. FINAN CORP,CA,531120,17044,2006,240,1,1,26,0,1,1,0,N,,18065,1836000,0,P I F,0,1836000,1836000,0,1,1,0,7200,25265,0
1,2376536001,IMPERIAL PALACE AJ INC,PASADENA,CA,91104,SBA - EDF ENFORCEMENT ACTION,CO,531120,17044,2006,240,6,2,8,6,1,1,0,N,,17120,1386000,0,P I F,0,1386000,1386000,1,1,1,0,7200,24320,0
1,2378145010,"Kester Archwood Plaza, LLC",VAN NUYS,CA,91405,U.S. BANK NATIONAL ASSOCIATION,OH,531312,17261,2007,300,4,1,1,3,0,1,N,N,,17286,1329000,0,P I F,0,1329000,996750,0,1,0.75,0,9000,26286,0
1,2378185000,"Kester Archwood Plaza, LLC",VAN NUYS,CA,91405,U.S. BANK NATIONAL ASSOCIATION,OH,531312,17261,2007,300,4,1,1,3,0,1,N,N,,17286,120000,0,P I F,0,120000,90000,0,1,0.75,0,9000,26286,0
1,2385105007,California Realty Services,Chula Vista,CA,91910,"BUSINESS LOAN CENTER, LLC",FL,531210,17266,2007,83,2,1,1,2,0,1,N,N,19288,17286,25000,0,CHGOFF,24221,25000,21250,0,0,0.85,0,2490,19776,1
0,2388605010,Cabo Paraiso Inc,CHULA VISTA,CA,91910,CALIFORNIA BANK & TRUST,CA,531210,17267,2007,68,5,1,0,5,0,1,Y,N,18402,17286,57000,0,CHGOFF,50000,50000,25000,0,0,0.5,0,2040,19326,1
1,2390855003,Ranflo Entertainment,San Diego,CA,92114,UMPQUA BANK,OR,532230,17268,2007,82,1,2,0,1,0,1,N,N,18494,17286,25000,0,CHGOFF,20689,25000,21250,1,0,0.85,0,2460,19746,1
0,2399346006,BEACH DOG INVESTMENTS LLC,SAN JOSE,CA,95111,"CAPITAL ACCESS GROUP, INC.",CA,531210,17055,2006,240,140,1,45,0,68060,1,0,N,,17456,764000,0,P I F,0,893000,893000,0,1,1,0,7200,24656,0
0,2400215004,"North Horn Financial, Inc. dba",SAN JOSE,CA,95120,BANK OF AMERICA NATL ASSOC,NC,531210,17274,2007,84,2,1,0,2,0,1,Y,N,,17286,73750,0,P I F,0,35000,17500,0,0,0.5,0,2520,19806,0
0,2400475001,"Option Equity Investment, Inc.",SAN JOSE,CA,95161,BANK OF AMERICA NATL ASSOC,NC,531311,17274,2007,43,4,1,0,4,0,1,T,N,18560,17286,35000,0,CHGOFF,35000,35000,17500,0,0,0.5,0,1290,18576,1
1,2400505008,"Equity Alliance Company, Inc.",HUNTINGTON BEACH,CA,92647,BANK OF AMERICA NATL ASSOC,NC,531311,17274,2007,69,3,1,0,3,0,1,Y,N,17793,17286,55000,0,CHGOFF,34421,55000,27500,0,0,0.5,0,2070,19356,1
1,2402185001,COOL IT PORTABLE AIR CONDITION,TORRANCE,CA,90501,WELLS FARGO BANK NATL ASSOC,SD,532210,17274,2007,60,1,2,1,1,0,1,N,N,18305,17347,149800,0,CHGOFF,78098,149800,127330,1,0,0.85,0,1800,19147,1
1,2406175006,Aduna Group LLC,LINCOLN,CA,95648,BANK OF AMERICA NATL ASSOC,NC,531311,17276,2007,72,2,1,0,2,0,1,Y,N,17687,17286,47000,0,CHGOFF,35000,35000,17500,0,0,0.5,0,2160,19446,1
1,2407895001,Eweneek Properties,EUREKA,CA,95501,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17276,2007,84,1,1,0,1,0,2,Y,N,,17591,52808,0,P I F,0,20000,10000,0,0,0.5,0,2520,20111,0
1,2410385002,R Burton Properties,BENICIA,CA,94510,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17279,2007,84,1,1,0,1,0,1,Y,N,,17317,125347,0,P I F,0,50000,25000,0,0,0.5,0,2520,19837,0
0,2410876003,THE FLOYD COMPANY,IRVINE,CA,92606,COMMERCEWEST BANK,CA,531120,17058,2006,36,6,1,3,9,1,1,Y,N,,17197,150000,0,P I F,0,150000,75000,0,0,0.5,0,1080,18277,0
0,2411315005,JEFFREY SCOTT BOYD DBA JEFFREY,SANTA ROSA,CA,95403,CAPITAL ONE NATL ASSOC,VA,531320,17280,2007,71,1,1,1,1,0,1,N,N,17773,17317,25000,0,CHGOFF,23709,25000,12500,0,0,0.5,0,2130,19447,1
1,2414736004,ALLFIRST REAL ESTATE INC,IRVINE,CA,92612,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,17059,2006,72,2,1,0,2,1,2,Y,N,18306,17744,101508,0,CHGOFF,48842,50000,25000,0,0,0.5,0,2160,19904,1
1,2415616005,MCMILLER ENTERPRISES LLC,CARSON,CA,90746,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,17059,2006,38,8,1,0,8,1,2,Y,N,18512,17074,118150,0,CHGOFF,44959,45000,22500,0,0,0.5,0,1140,18214,1
1,2418236004,AMP REHEARSAL INC,NORTH HOLLYWOOD,CA,91601,CALIFORNIA BANK & TRUST,CA,531120,17062,2006,84,5,1,9,5,1,1,0,N,,17105,170000,0,P I F,0,170000,127500,0,0,0.75,0,2520,19625,0
1,2422545010,Sapp Devco,Carmel by the Sea,CA,93921,MUFG UNION BANK NATL ASSOC,CA,531210,17283,2007,84,1,1,0,1,0,1,Y,N,,17317,30000,0,P I F,0,25000,12500,0,0,0.5,0,2520,19837,0
1,2426025004,TIBRO REALTY,SAN DIEGO,CA,92108,CAPITAL ONE NATL ASSOC,VA,531210,17287,2007,70,10,1,1,10,0,1,Y,N,18424,17378,100390,0,CHGOFF,47648,50000,25000,0,0,0.5,0,2100,19478,1
0,2427325002,"GBG Nursery, Inc., a Californi",Hemet,CA,92543,FIRST-CITIZENS BK & TR CO,CA,531120,17287,2007,74,1,2,0,4,0,2,N,N,18661,17317,493800,0,CHGOFF,493800,493800,370350,1,0,0.75,0,2220,19537,1
0,2428016001,YES! STORES INC,EL CAJON,CA,92021,WELLS FARGO BANK NATL ASSOC,SD,532299,17065,2006,84,5,1,1,6,1,1,Y,N,,17197,129783,0,P I F,0,35000,17500,0,0,0.5,0,2520,19717,0
0,2428526001,A E A INTERNATIONAL,SANTA ANA,CA,92701,AMERICAN CONTINENTAL BANK,CA,531210,17065,2006,243,11,1,7,4,1,1,0,N,19627,17135,882000,0,CHGOFF,219484,882000,661500,0,1,0.75,0,7290,24425,1
1,2428925007,TAE H KIM DBA ODYSSEY VIDEO,MARINA DEL REY,CA,90292,CAPITAL ONE NATL ASSOC,VA,532230,17288,2007,61,5,2,0,5,0,1,N,N,18087,17317,25000,0,CHGOFF,21189,25000,12500,1,0,0.5,0,1830,19147,1
1,2430275001,Maureen Decena Aquino,DUBLIN,CA,94568,BANK OF AMERICA NATL ASSOC,NC,531210,17288,2007,68,1,1,0,1,0,1,Y,N,17828,17317,10000,0,CHGOFF,9800,10000,5000,0,0,0.5,0,2040,19357,1
0,2430295007,D M Gonzales & Associates,TURLOCK,CA,95382,BANK OF AMERICA NATL ASSOC,NC,531210,17288,2007,84,1,2,0,1,0,1,T,N,,17317,5000,0,P I F,0,5000,2500,1,0,0.5,0,2520,19837,0
